id,name,name_en,description,one_liner,edinet_code,created_at,updated_at
1846,アイダエンジニアリング,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1847,岡本工作機械製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1848,ＦＵＪＩ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1849,牧野フライス製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1850,オーエスジー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1851,小池酸素工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1852,ダイジェット工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1853,旭ダイヤモンド工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1854,ＤＭＧ森精機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1855,ソディック,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1856,西部電機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1857,ＮＩＴＴＯＫＵ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1858,ディスコ,Disco,"ダイサ・グラインダ世界トップ。先端パッケージ（CoWoS, HBM）需要拡大で構造受益。消耗品（ブレード）が安定収益源。",半導体を切り出す『ダイサ』と削る『グラインダ』で世界トップ。装置だけでなく刃（消耗品）も売れ続けるビジネスモデルで、営業利益率が 38% と極めて高い。,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1859,ヤマザキ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1860,小田原エンジニアリング,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1861,タケダ機械,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1862,日東工器,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1863,高松機械工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1864,エーワン精密,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1865,日進工具,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1866,和井田製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1867,ミクロン精密,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1868,エスティック,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1869,パンチ工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1870,中村超硬,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1871,冨士ダイス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1872,土木管理総合試験所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1873,アクアライン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1874,ブランジスタ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1875,ＡｐｐＢａｎｋ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1876,日本郵政,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1877,ＧＭＯメディア,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1878,タメニー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1879,メタリアル,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1880,ベルシステム２４ホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1881,鎌倉新書,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1882,ＳＭＮ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1883,一蔵,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1884,グローバルキッズＣＯＭＰＡＮＹ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1885,フェニックスバイオ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1886,エアトリ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1887,バーチャレクス・ホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1888,アトラエ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1889,ホープ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1890,ストライクグループ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1891,ソラスト,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1892,キャリア,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1893,セラク,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1894,インソース,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1895,豊田自動織機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1896,豊和工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1897,石川製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1898,リケンＮＰＲ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1899,津田駒工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1900,エンシュウ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1901,島精機製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1902,西部技研,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1903,ＪＲＣ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1904,守谷輸送機工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1905,ＡＩメカテック,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1906,ジェイ・イー・ティ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1907,オーケーエム,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1908,ＳＡＮＥＩ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1909,木村工機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1910,ＡＣＳＬ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1911,ＫＬＡＳＳ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1912,オプトラン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1913,イワキポンプ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1914,フリュー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1915,ナガオカ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1916,ヤマシンフィルタ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1917,ヒラノテクシード,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1918,テクノスマート,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1919,日阪製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1920,横田製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1921,ゲームカードホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1922,やまびこ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1923,野村マイクロ・サイエンス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1924,エヌ・ピー・シー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1925,藤商事,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1926,平田機工,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1927,ＰＥＧＡＳＵＳ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1928,マルマエ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1929,コンバム,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1930,タツモ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1931,ゼネラルパッカー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1932,ナブテスコ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1933,三井海洋開発,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1934,レオン自動機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1935,ＳＭＣ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1936,シリウスビジョン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1937,ホソカワミクロン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1938,ユニオンツール,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1939,瑞光,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1940,オイレス工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1941,日精エー・エス・ビー機械,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1942,靜甲,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1943,サトー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1944,技研製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1945,日本エアーテック,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1946,カワタ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1947,オカダアイヨン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1948,ワイエイシイホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1949,小松製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1950,住友重機械工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1951,日立建機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1952,日工,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1953,サンセイ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1954,巴工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1955,井関農機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1956,ＴＯＷＡ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1957,丸山製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1958,北川鉄工所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1959,タクミナ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1960,ローツェ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1961,ハーモニック・ドライブ・システムズ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1962,タカキタ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1963,クボタ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1964,北川精機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1965,荏原実業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1966,東洋エンジニアリング,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1967,三菱化工機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1968,月島ホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1969,ＴＥＩＫＯＫＵ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1970,明治機械,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1971,東京機械製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1972,石井表記,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1973,テセック,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1974,タカトリ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1975,新東工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1976,澁谷工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1977,太平製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1978,フリージア・マクロス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1979,アイチ　コーポレーション,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1980,キクカワエンタープライズ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1981,プラコー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1982,小森コーポレーション,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1983,鶴見製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1984,日本ギア工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1985,三精テクノロジーズ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1986,酒井重工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1987,東京自働機械製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1988,荏原製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1989,酉島製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1990,ＡＩＲＭＡＮ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1991,電業社機械製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1992,千代田化工建設,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1993,ダイキン工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1994,オルガノ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1995,トーヨーカネツ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1996,栗田工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1997,椿本チエイン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1998,日機装,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
1999,木村化工機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2000,レイズネクスト,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2001,オリエンタルチエン工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2002,アネスト岩田,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2003,トリニティ工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2004,ダイフク,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2005,昭和真空,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2006,サムコ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2007,加藤製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2008,加地テック,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2009,ヤマダコーポレーション,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2010,油研工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2011,タダノ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2012,宇野澤組鐵工所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2013,不二精機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2014,兼松エンジニアリング,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2015,水道機工,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2016,鈴茂器工,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2017,ＣＫＤ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2018,小倉クラッチ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2019,平和,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2020,理想科学工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2021,ＳＡＮＫＹＯ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2022,日本金銭機械,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2023,マースグループホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2024,ガリレイ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2025,高見沢サイバネティックス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2026,ユニバーサルエンターテインメント,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2027,オーイズミ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2028,ダイコク電機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2029,竹内製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2030,ヒーハイスト,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2031,アマノ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2032,ＪＵＫＩ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2033,サンデン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2034,ジャノメ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2035,ブラザー工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2036,マックス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2037,モリタホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2038,グローリー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2039,新晃工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2040,大和冷機工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2041,セガサミーホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2042,ＴＰＲ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2043,ツバキ・ナカシマ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2044,ホシザキ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2045,ＴＶＥ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2046,ニチダイ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2047,放電精密加工研究所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2048,大豊工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2049,日本精工,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2050,ＮＴＮ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2051,ジェイテクト,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2052,不二越,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2053,ミネベアミツミ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2054,日本トムソン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2055,ＴＨＫ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2056,ＹＵＳＨＩＮ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2057,ＫＶＫ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2058,前澤給装工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2059,イーグル工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2060,ヨシタケ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2061,ＰＩＬＬＡＲ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2062,岡野バルブ製造,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2063,ＮＩＴＴＡＮ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2064,ＮＦＫホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2065,宮入バルブ製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2066,中北製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2067,ハマイ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2068,キッツ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2069,日立製作所,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2070,三菱電機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2071,富士電機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2072,東洋電機製造,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2073,安川電機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2074,シンフォニアテクノロジー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2075,明電舎,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2076,オリジン,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2077,山洋電気,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2078,デンヨー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2079,三相電機,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2080,オキサイド,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2081,アスタリスク,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2082,ＰＨＣホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2083,湖北工業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2084,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,KOKUSAI ELECTRIC,成膜装置（バッチ式 ALD/CVD）の専業大手。旧日立国際電気の装置部門が KKR 傘下を経て 2023 年に再上場。メモリ（NAND・DRAM）投資との連動が強く、TEL・ラムリサーチと競合。中国売上比率の高さが特徴。,半導体の表面に極薄の膜を何層も積み上げる『成膜装置』の専業メーカー。NAND や DRAM などメモリ半導体の工場投資が増えると業績が伸びる、メモリ連動色の強い装置株。,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2085,ソシオネクスト,Socionext,カスタム SoC（システムオンチップ）設計の国内最大ファブレス。データセンタ／自動車向けカスタム ASIC で受注堅調。富士通とパナソニックの半導体事業統合が出自。,他社専用の半導体を『設計だけ』請け負うファブレス国内最大手。データセンタ・自動車向けカスタム ASIC で成長中。米国大手 Broadcom・Marvell に規模で大きく劣るが、国内ニーズに集中する戦略。,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2086,ベイカレント,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2087,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2088,アイモバイル,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2089,ＷＡＳＨハウス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2090,ディスラプターズ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2091,ＭＳ－Ｊａｐａｎ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2092,船場,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2093,日宣,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2094,ジャパンエレベーターサービスホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2095,インターネットインフィニティー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2096,フルテック,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2097,グリーンズ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2098,旅工房,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2099,ディーエムソリューションズ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2100,ツナググループ・ホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2101,ＧａｍｅＷｉｔｈ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2102,エスユーエス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2103,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2104,ＡＩＡＩグループ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2105,クックビズ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2106,エル・ティー・エス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2107,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2108,ジーニー,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2109,みらいワークス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2110,ミダックホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2111,要興業,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2112,神戸天然物化学,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2113,共和コーポレーション,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2114,キュービーネットホールディングス,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
2115,オープングループ,,,,,2026-06-14T03:21:09.272Z,2026-06-14T03:21:09.272Z
